8.478272608363133145e+01,-4.117188296161458538e+01
8.921863879908394779e+01,-3.992569138571893461e+01
9.368965045164458161e+01,-3.864234643506893008e+01
9.819861711854686348e+01,-3.732142521609814878e+01
1.027483631283416230e+02,-3.596418591064663417e+01
1.073407075612427377e+02,-3.457049677023863410e+01
1.119782821026252435e+02,-3.313838030478655838e+01
1.166634463901049230e+02,-3.166924590922725713e+01
1.214003474738430839e+02,-3.016077308902519860e+01
1.261845759623474805e+02,-2.861613871579006485e+01
1.310254578745002902e+02,-2.703334974772265298e+01
1.359231035137342190e+02,-2.541120502169561490e+01
1.408764005214679003e+02,-2.375204589619611539e+01
1.458878526112340808e+02,-2.205568800017778841e+01
1.509564636731242047e+02,-2.032283747813720964e+01
1.560878902641851482e+02,-1.855256844703544772e+01
1.612843491793435646e+02,-1.674484285852233256e+01
1.665401027243091505e+02,-1.490313351276478215e+01
1.718621291552923083e+02,-1.302314710890755833e+01
1.772469333072583026e+02,-1.110938273504127949e+01
1.826969334805534402e+02,-9.160266456305009797e+00
1.882099412889833161e+02,-7.176902155576911468e+00
1.937898392483390353e+02,-5.160481121668048843e+00
1.994340084318554318e+02,-3.112214673648686869e+00
2.051444334670385388e+02,-1.030768946409608589e+00
2.109170187395080802e+02,1.080766708605430892e+00
2.167510892533678941e+02,3.220134841916909352e+00
2.226493342242857807e+02,5.390210713465371839e+00
2.286108406681422593e+02,7.588616210253498195e+00
2.346304757107028820e+02,9.812053606848245124e+00
2.407039892955891389e+02,1.205888135734524269e+01
2.468402648761236549e+02,1.433177420546724434e+01
2.530308019699238571e+02,1.662804426172323247e+01
2.592721415971173542e+02,1.894341370673715019e+01
2.655646477461671680e+02,2.127858389467501610e+01
2.719072167853003066e+02,2.363251843366261440e+01
2.782943490202919747e+02,2.600319848965788694e+01
2.847202239824738967e+02,2.838852889156218851e+01
2.911887826964682517e+02,3.078598001010243124e+01
2.976923972775207972e+02,3.319564506315655450e+01
3.042318709055474528e+02,3.561558100494262646e+01
3.107946398566630819e+02,3.804102721054471203e+01
3.173855100725513125e+02,4.047461580381973789e+01
3.239943721495454838e+02,4.291090422418481864e+01
3.306228578685574462e+02,4.534942209103272148e+01
3.372633975499701933e+02,4.778772769464629988e+01
3.439081099301874929e+02,5.022331490595397696e+01
3.505567058835150647e+02,5.265418821155686402e+01
3.572038592851138787e+02,5.508057581137683201e+01
3.638413903920442181e+02,5.749669162035710457e+01
3.704634792773900358e+02,5.990264064900786423e+01
3.770679021820637900e+02,6.229509242042743722e+01
3.836519081524247099e+02,6.467372389680950562e+01
3.902013377987245804e+02,6.703478755090705477e+01
3.967150807047248122e+02,6.937633539988485154e+01
4.031871491327735839e+02,7.169550214575616565e+01
4.096104723676976391e+02,7.399195526355487118e+01
4.159824649758377291e+02,7.626267278686799500e+01
4.222880544277214767e+02,7.850391975272725631e+01
4.285283887063154680e+02,8.071615171432524960e+01
4.346906419844941638e+02,8.289448653420554081e+01
4.407758856410282533e+02,8.503941975692038113e+01
4.467724339269247480e+02,8.714725272504382758e+01
4.526748836211197045e+02,8.921641960468777199e+01
4.584725032629891643e+02,9.124427529304585960e+01
4.641702892883573668e+02,9.323145170980907892e+01
4.697458487796831719e+02,9.517230236082281181e+01
4.752042675992121303e+02,9.706760416008935977e+01
4.805346905409267606e+02,9.891486509962656726e+01
4.857261463438099440e+02,1.007115972097393808e+02
4.907769544694054957e+02,1.024561790569863149e+02
4.956832150133814707e+02,1.041488350650050165e+02
5.004326821410427328e+02,1.057859116513814399e+02
5.050261358142255403e+02,1.073681041240064644e+02
5.094467566415839883e+02,1.088914849809918053e+02
5.137003653357473922e+02,1.103573943763324507e+02
5.177708451593639438e+02,1.117626373404190758e+02
5.216528339003103838e+02,1.131059029375828970e+02
5.253526532693590525e+02,1.143888192482236263e+02
5.288488276219823092e+02,1.156068757100125879e+02
5.321482206136820423e+02,1.167626105263489364e+02
5.352405913566552726e+02,1.178532922793208968e+02
5.381219180341336141e+02,1.188789321859776464e+02
5.407825680598648432e+02,1.198380366493084068e+02
5.432300904819486504e+02,1.207325265052519399e+02
5.454497599334432607e+02,1.215599443368043495e+02
5.474438142987046376e+02,1.223214665701562183e+02
5.492039232572217315e+02,1.230158301238942897e+02
5.507323292848715255e+02,1.236445305413972306e+02
5.520218630873553138e+02,1.242064419258522037e+02
5.530695973484238266e+02,1.247020174452885755e+02
5.538749358473990014e+02,1.251316751133408900e+02
5.544345116645412190e+02,1.254959938537277395e+02
5.547484616391684540e+02,1.257956379895082222e+02
5.548201390156815478e+02,1.260325174923923868e+02
5.546395224852861929e+02,1.262051696518736463e+02
5.542036669503697794e+02,1.263142852331566957e+02
5.535269406308630096e+02,1.263636915681955486e+02
5.525956108832197060e+02,1.263517205108259276e+02
5.514181676822532836e+02,1.262810935001195389e+02
5.499947716757110356e+02,1.261530087672973366e+02
5.483205560979060920e+02,1.259675026676966354e+02
5.464030545359798907e+02,1.257273117805482912e+02
5.442389007964301300e+02,1.254327365803962948e+02
5.418357853771037753e+02,1.250865950147475587e+02
5.391908429261233096e+02,1.246892900719323620e+02
5.363121184285729441e+02,1.242437260885402850e+02
5.331982798447432970e+02,1.237504624213078444e+02
5.298568479140490126e+02,1.232125217216115232e+02
5.262869320674326445e+02,1.226305253198819543e+02
5.224979601910160909e+02,1.220076133887321816e+02
5.184939341319529831e+02,1.213456630861228120e+02
5.142694742163323554e+02,1.206442206825717562e+02
5.098444855548215173e+02,1.199088875710424418e+02
5.052135998487866573e+02,1.191391740840895039e+02
5.003821167857053638e+02,1.183370801987112486e+02
4.953670663980978475e+02,1.175072827792021997e+02
4.901631649426445279e+02,1.166492043365862230e+02
4.847754861226935645e+02,1.157647315909722181e+02
4.792220953073396004e+02,1.148586066322296517e+02
4.734984224944450375e+02,1.139302376667209558e+02
4.676166158320527302e+02,1.129835103077714109e+02
4.615817599585149082e+02,1.120190254745458276e+02
4.553981950651553916e+02,1.110389929437729393e+02
4.490748082978087723e+02,1.100455867975200448e+02
4.426254199806513157e+02,1.090421363633950591e+02
4.360478675528838721e+02,1.080287425407720434e+02
4.293514065421512100e+02,1.070074473862909201e+02
4.225500335876737950e+02,1.059814153406928767e+02
4.156451886685051704e+02,1.049509866232517510e+02
4.086439268731702441e+02,1.039185288125305391e+02
4.015511552929625623e+02,1.028846555788878163e+02
3.943887896578562504e+02,1.018537333397357827e+02
3.871432255565383684e+02,1.008238291106667646e+02
3.798354127635932400e+02,9.979827134180268899e+01
3.724754462941409088e+02,9.877938916658683866e+01
3.650610681056455746e+02,9.776689167530014402e+01
3.576057020583253347e+02,9.676325251263662608e+01
3.501142869879356567e+02,9.576849020427700054e+01
3.425886030933168627e+02,9.478333122651145004e+01
3.350420472143801476e+02,9.381095675623276975e+01
3.274829122094784566e+02,9.285127608898403651e+01
3.199161401815348427e+02,9.190492817201359799e+01
3.123428345019395351e+02,9.097242732004573895e+01
3.047713152766901885e+02,9.005441671505724344e+01
2.972137194571819236e+02,8.915359850971736932e+01
2.896665300871579234e+02,8.826814191525564013e+01
2.821449471350898648e+02,8.739944795979390335e+01
2.746454716682407025e+02,8.654778093929387239e+01
2.671826922704221943e+02,8.571430256875832754e+01
2.597526630136236463e+02,8.489806346990955888e+01
2.523658247171106268e+02,8.410006749103683887e+01
2.450215354231926312e+02,8.331916210723039740e+01
2.377296465960390321e+02,8.255737412052059199e+01
2.304926034474789276e+02,8.181322195194530877e+01
2.233126184224559552e+02,8.108772167646080220e+01
2.161952167798077653e+02,8.037896983334590573e+01
2.091421167959892671e+02,7.968785934951553429e+01
2.021582089565836782e+02,7.901498891472277819e+01
1.952415063113365932e+02,7.835742396648339536e+01
1.883997073892235505e+02,7.771663424616599514e+01
1.816335923749676624e+02,7.709197152960976496e+01
1.749469699267021383e+02,7.648228593828321209e+01
1.683369527784267632e+02,7.588728246659812271e+01
1.618068959820147086e+02,7.530569681107951396e+01
1.553598296238343721e+02,7.473767683252832228e+01
1.489984955818333390e+02,7.418332486382641378e+01
1.427191573017069857e+02,7.363912866937198487e+01
1.365240958796881614e+02,7.310506895073211808e+01
1.304154593062772847e+02,7.258274158395354902e+01
1.243889494926677912e+02,7.206851516218749509e+01
1.184489817464031489e+02,7.156155313786348415e+01
1.125940934301718102e+02,7.106241143690809281e+01
1.068196239126982761e+02,7.056903547356488104e+01
